LluviaDiariaSantaFe,LluviaDiariaBuenosAires,LluviaDiariaCordoba,CotizacionDolar,PrecioPromedioDiarioTrigoUSD,SuperficieSembradaTrigoSantaFe,SuperficieSembradaTrigoBuenosAires,SuperficieSembradaTrigoCordoba,SuperficieCosechadaTrigoSantaFe,SuperficieCosechadaTrigoBuenosAires,SuperficieCosechadaTrigoCordoba,ProduccionTrigoSantaFe,ProduccionTrigoBuenosAires,ProduccionTrigoCordoba,RendimientoTrigoSantaFe,RendimientoTrigoBuenosAires,RendimientoTrigoCordoba,PromedioIncendiosMensualesSantaFe,PromedioIncendiosMensualesBuenosAires,PromedioIncendioMensualesCordoba,VariacionTrigoDiaAnterior,VariacionTrigoTresDia,VariacionTrigoSieteDias,LluviaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaTreintaDiasSantaFe,LluviaDiariaAcumuladaTreintaDiasBuenosAires,LluviaDiariaAcumuladaTreintaDiasCordoba,LluviaDiariaAcumuladaCuarentaCincoDiasSantaFe,LluviaDiariaAcumuladaCuarentaCincoDiasBuenosAires,LluviaDiariaAcumuladaCuarentaCincoDiasCordoba,LluviaDiariaAcumuladaSesentaDiasSantaFe,LluviaDiariaAcumuladaSesentaDiasBuenosAires,LluviaDiariaAcumuladaSesentaDiasCordoba,PrecioPromedioTreintaDiasTrigo,PrecioPromedioSesentaDiasTrigo,PrecioPromedioNoventaDiasTrigo,PrecioRealDiaSiguiente,
0,0,0,1,89.5,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0044,-0.0962,-0.074,24.9,10,0,24.9,10,0,91.4,78,0,91.4,93,0,91.4,93,0,94.55,94.5812,94.5812,93.3,3.8
2.6,0,49,1,93.3,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0424,0.0409,-0.0323,12.5,0,0,12.5,0,0,91.4,77.5,0,91.4,93,0,91.4,93,0,94.4458,94.4272,94.4272,93.3,0
33.2,0,19,1,93.3,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0,0.0264,-0.037,15.1,49,0,15.1,49,0,78.6,91,0,94,142,0,94,142,0,94.4625,94.3941,94.3941,93,0.3
0,0,0,1,93,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0032,0.0105,-0.0453,63.2,68.1,0,63.2,68.1,0,114.5,109.1,0,142.1,161.1,0,142.1,161.1,0,94.1681,94.3628,94.3628,91.5,1.5
0,0,0,1,91.5,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0161,-0.0182,-0.0385,58.2,68.1,0,58.2,68.1,0,114.5,109.1,0,142.1,161.1,0,142.1,161.1,0,94.1173,94.325,94.325,92.3,0.8
0,0,0,1,92.3,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0087,-0.0032,0.0095,50.7,68.1,0,50.7,68.1,0,100,105.6,0,142.1,161.1,0,142.1,161.1,0,94.0083,94.2486,94.2486,91.9,0.4
0,0,0,1,91.9,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0043,-0.0039,0.0007,50.7,68.1,0,50.7,68.1,0,100,105.6,0,142.1,161.1,0,142.1,161.1,0,93.7916,94.1973,94.1973,92.3,0.4
0,0,0,1,92.3,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0043,0.0043,0.002,48.1,19.1,0,48.1,19.1,0,100,105.6,0,142.1,161.1,0,142.1,161.1,0,93.6291,94.1384,94.1384,92,0.3
1.5,0,0,1,92,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0032,-0.0018,-0.0055,8,0,0,8,0,0,92.2,105.6,0,150.1,161.1,0,150.1,161.1,0,93.4681,94.0925,94.0925,92,0
0,0,0,1,92,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0,-0.0007,-0.0035,9.5,0,0,9.5,0,0,93.6,105.6,0,151.6,161.1,0,151.6,161.1,0,93.4043,94.0414,94.0414,91.8,0.2
0,0,0,1,91.8,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0021,-0.0032,-0.0037,9.5,0,0,9.5,0,0,92.2,79.1,0,151.6,161.1,0,151.6,161.1,0,93.3458,93.9928,93.9928,91.6,0.2
1.4,0,0.7,1,91.6,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0021,-0.0036,-0.004,9.5,0,0,9.5,0,0,85.2,78.1,0,151.6,146.1,0,151.6,161.1,0,93.3208,93.9418,93.9418,91.5,0.1
2,0,0,1,91.5,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.001,-0.0032,-0.0052,10.9,0.7,0,10.9,0.7,0,86.6,78.8,0,153,146.3,0,153,161.8,0,93.275,93.8886,93.8886,91.3,0.2
0,0,0,1,91.3,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0021,-0.0036,-0.0062,16.8,30.2,0,16.8,30.2,0,100.5,108.3,0,150.4,140.3,0,166.9,191.3,0,93.4272,93.8355,93.8355,91.9,0.6
0,0,0,1,91.9,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0065,0.0047,0.0012,15.3,30.2,0,15.3,30.2,0,100.4,108.3,0,139.3,139.3,0,166.9,191.3,0,93.3347,93.7804,93.7804,92.6,0.7
0,0,2,1,92.6,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0076,0.0112,0.0095,15.3,30.2,0,15.3,30.2,0,100.4,108.3,0,139.3,139.3,0,166.9,191.3,0,93.275,93.7404,93.7404,92.2,0.4
0,0,0,1,92.2,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0043,0.0029,0.0042,15.3,32.2,0,15.3,32.2,0,100.4,110.3,0,124.8,137.8,0,166.9,193.3,0,93.3291,93.7166,93.7166,92.3,0.1
0,0,2.5,1,92.3,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.001,0.0007,0.0049,13.9,31.5,0,13.9,31.5,0,100.4,110.3,0,124.8,137.8,0,166.9,193.3,0,93.3583,93.7312,93.6857,101.5,9.2
4.5,0,3.5,1,101.5,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0996,0.0988,0.1042,11.9,34,0,11.9,34,0,88,102.8,0,124.8,140.3,0,166.9,195.8,0,93.4041,93.8312,93.658,110,8.5
0,0,0,1,110,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0837,0.1538,0.1786,16.4,11.5,0,16.4,11.5,0,92.5,106.3,0,129.3,143.8,0,171.4,199.3,0,93.8833,94.1125,93.8117,92.6,17.4
0,0,0,1,92.6,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.1581,-0.0855,-0.0351,4.5,8,0,4.5,8,0,92.5,106.3,0,129.3,143.8,0,171.4,199.3,0,94.7333,94.5541,94.123,93.3,0.7
0,0,0,1,93.3,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0075,-0.0795,-0.0297,4.5,8,0,4.5,8,0,92.5,106.3,0,113.5,143.8,0,171.4,199.3,0,94.0625,94.6062,94.0943,95.5,2.2
0,0,0,1,95.5,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0235,-0.0317,-0.0088,4.5,8,0,4.5,8,0,92.5,106.3,0,113.4,143.8,0,171.4,199.3,0,93.0458,94.6416,94.0796,98.7,3.2
0,0,0,1,98.7,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0335,0.0522,0.0199,4.5,6,0,4.5,6,0,87.5,106.3,0,112,117.3,0,171.4,199.3,0,93.2958,94.2375,94.1054,98.6,0.1
0,0,0,1,98.6,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.001,0.0288,0.0092,4.5,6,0,4.5,6,0,80,106.3,0,105,116.3,0,171.4,184.3,0,93.6625,94.1062,94.1875,110,11.4
1.4,0,0.7,1,110,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.1156,0.127,0.1156,4.5,3.5,0,4.5,3.5,0,80,106.3,0,105,116.3,0,171.4,183.8,0,94.0416,94.2437,94.2649,97.8,12.2
0,0,0,1,97.8,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.1109,-0.0452,-0.0201,1.4,0.7,0,1.4,0.7,0,45.6,39,0,106.4,117,0,157.4,149,0,94.8,94.5957,94.5362,98.4,0.6
0,0,0,1,98.4,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0061,-0.0365,0.0033,1.4,0.7,0,1.4,0.7,0,39.6,38.9,0,106.4,117,0,156.3,149,0,94.925,94.6361,94.5915,97.7,0.7
0,0,0,1,97.7,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0071,-0.0427,-0.0121,1.4,0.7,0,1.4,0.7,0,30.7,38.9,0,106.3,117,0,145.2,148,0,95.064,94.6446,94.655,99.2,1.5
48.4,0,9.5,1,99.2,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0153,0.0125,-0.0033,1.4,0.7,0,1.4,0.7,0,30.7,38.9,0,106.3,117,0,145.2,148,0,95.252,94.7083,94.7049,99.2,0
0,0,0,1,99.2,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0,0.0077,-0.0085,49.8,10.2,0,49.8,10.2,0,79.1,48.4,0,154.7,126.5,0,179.1,154,0,95.56,94.8,94.7774,98.2,1
0,0,0.5,1,98.2,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.01,-0.005,-0.0192,48.4,9.5,0,48.4,9.5,0,79.1,48.4,0,142.3,116.5,0,179.1,154,0,96.1608,94.8042,94.8476,97.5,0.7
0,0,0,1,97.5,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0071,-0.0138,-0.0256,48.4,10,0,48.4,10,0,72.1,48.9,0,142.3,117,0,179.1,154.5,0,96.2458,94.8851,94.9,95.8,1.7
0,0,0,1,95.8,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0174,-0.0254,-0.0252,48.4,10,0,48.4,10,0,71.1,48.9,0,142.3,117,0,163.3,154.5,0,96.296,94.9723,94.94,94.9,0.9
0,0,6.5,1,94.9,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0093,-0.0233,-0.0316,48.4,10,0,48.4,10,0,69.6,48.9,0,142.3,117,0,163.2,154.5,0,96.448,94.9895,94.953,95.3,0.4
0,0,0,1,95.3,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0042,-0.0079,-0.0225,0,7,0,0,7,0,69.6,55.4,0,137.3,123.5,0,161.8,134.5,0,96.564,94.9877,94.9522,95,0.3
2.5,0,0,1,95,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0031,-0.0034,-0.0222,59.2,41,0,59.2,41,0,125.4,88.7,0,186.4,108.5,0,214,167.5,0,97.1521,95.1723,94.9573,95.7,0.7
0,0,0,1,95.7,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0073,0.0066,-0.0088,61.7,40.5,0,61.7,40.5,0,127.9,62.7,0,155.7,89.5,0,216.5,167.5,0,97.0625,95.2617,94.9579,96.2,0.5
0,0,0,1,96.2,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0052,0.009,0.0014,61.7,40.5,0,61.7,40.5,0,116,59.2,0,149.7,89.4,0,216.5,167.5,0,97.008,95.3319,94.9685,98.5,2.3
0,0,0,1,98.5,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0239,0.0299,0.0284,61.7,40.5,0,61.7,40.5,0,116,59.2,0,140.8,89.4,0,216.4,167.5,0,97.204,95.35,94.9859,101.5,3
0,0,0,1,101.5,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0304,0.0485,0.0582,61.7,34,0,61.7,34,0,116,59.2,0,140.8,89.4,0,216.4,167.5,0,97.468,95.4142,95.0347,88,13.5
0,0,0,1,88,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.133,-0.1087,-0.0902,61.7,34,0,61.7,34,0,116,57.2,0,140.8,89.4,0,216.4,167.5,0,97.824,95.6224,95.1232,89.6,1.6
0,0,0.8,1,89.6,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0181,-0.0666,-0.0641,61.7,34,0,61.7,34,0,116,57.2,0,140.8,89.4,0,216.4,167.5,0,97.656,95.551,95.0753,101.5,11.9
20.6,0,25,1,101.5,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.1328,0.091,0.0692,2.5,0.8,0,2.5,0.8,0,116,55.5,0,140.8,90.2,0,204,158.3,0,97.548,95.5183,95.1041,102,0.5
5.5,0,0,1,102,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.0049,0.0963,0.064,20.6,25.8,0,20.6,25.8,0,132.1,77,0,161.4,115.2,0,224.6,183.3,0,97.548,95.753,95.289,100,2
0,0,2.5,1,100,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,-0.0196,0.0235,0.0335,26.1,25.8,0,26.1,25.8,0,137.6,77,0,159.9,115.2,0,230.1,183.3,0,97.228,96.0061,95.4698,100,0
98.7,0,38.5,1,100,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0,-0.0115,0.0277,26.1,28.3,0,26.1,28.3,0,137.6,79.5,0,158.9,117.7,0,230.1,185.8,0,97.524,95.8285,95.6054,101.4,1.4
79.1,0,0.2,1,101.4,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.014,0.0072,0.0398,124.8,66.8,0,124.8,66.8,0,236.3,118,0,256.1,156.2,0,328.8,224.3,0,97.792,95.4673,95.7205,113,11.6
0,0,12.5,1,113,930.4,6785.7,3046.7,925.3,8636.5,3043.9,2754,8751,2871.1,49.77,256.388,42.952,54,291,72,0.1143,0.1247,0.1589,203.9,67,0,203.9,67,0,315.4,118.2,0,335.2,156.4,0,402.9,224.5,0,98.028,95.7102,95.5356,103,10
