Fecha,LluviaDiariaSantaFe,LluviaDiariaBuenosAires,LluviaDiariaCordoba,CotizacionDolar,PrecioPromedioDiarioMaizUSD,SuperficieSembradaMaizSantaFe,SuperficieSembradaMaizBuenosAires,SuperficieSembradaMaizCordoba,SuperficieCosechadaMaizSantaFe,SuperficieCosechadaMaizBuenosAires,SuperficieCosechadaMaizCordoba,ProduccionMaizSantaFe,ProduccionMaizBuenosAires,ProduccionMaizCordoba,RendimientoMaizSantaFe,RendimientoMaizBuenosAires,RendimientoMaizCordoba,PromedioIncendiosMensualesSantaFe,PromedioIncendiosMensualesBuenosAires,PromedioIncendioMensualesCordoba,VariacionMaizDiaAnterior,VariacionMaizTresDia,VariacionMaizSieteDias,LluviaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaTreintaDiasSantaFe,LluviaDiariaAcumuladaTreintaDiasBuenosAires,LluviaDiariaAcumuladaTreintaDiasCordoba,LluviaDiariaAcumuladaCuarentaCincoDiasSantaFe,LluviaDiariaAcumuladaCuarentaCincoDiasBuenosAires,LluviaDiariaAcumuladaCuarentaCincoDiasCordoba,LluviaDiariaAcumuladaSesentaDiasSantaFe,LluviaDiariaAcumuladaSesentaDiasBuenosAires,LluviaDiariaAcumuladaSesentaDiasCordoba,PrecioPromedioTreintaDiasMaiz,PrecioPromedioSesentaDiasMaiz,PrecioPromedioNoventaDiasMaiz,PrecioRealDiaSiguiente
20030207,26.5000,0.0000,24.0000,3.0500,80.3606,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0024537229351366388112354813,0.0129027758404240479843771796,0.0131374409051097572374974763,127.7000,58.5000,0.0000,127.7000,58.5000,0.0000,169.5000,87.5000,0.0000,236.5000,186.9000,0.0000,280.3000,265.9000,0.0000,78.8518,80.0385,81.7936,80.2631
20030209,0.0000,0.0000,23.0000,3.0500,77.0163,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0416161651356510528791472438,-0.0354640335537381217070259714,-0.0346202518158817737095165761,154.2000,82.5000,0.0000,154.2000,82.5000,0.0000,195.8000,111.5000,0.0000,263.0000,210.9000,0.0000,306.8000,289.9000,0.0000,78.5493,79.8680,81.5591,81.0064
20030210,59.3000,0.0000,12.0000,3.0300,82.1782,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0670234742515545410516994454,0.0378621272640321157460107906,0.0303671759805235094939293591,154.2000,76.0000,0.0000,154.2000,76.0000,0.0000,165.7000,134.5000,0.0000,263.0000,233.9000,0.0000,306.8000,312.9000,0.0000,78.9591,79.6715,81.4545,81.0130
20030211,0.0000,0.0000,0.0000,3.0100,79.9003,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0277190301077414691487523455,0.0006086282446084429010277802,0.0068663961897279850740223144,158.0000,86.0000,0.0000,158.0000,86.0000,0.0000,225.0000,146.5000,0.0000,322.3000,245.9000,0.0000,366.1000,324.9000,0.0000,79.0991,79.5919,81.4090,78.1758
20030212,0.0000,0.0000,0.0000,3.0100,80.0996,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0024943585943982688425450217,0.0050356594957314002646648944,0.0057958670857533604727963776,91.3000,86.0000,0.0000,91.3000,86.0000,0.0000,225.0000,146.5000,0.0000,321.0000,187.9000,0.0000,366.1000,324.9000,0.0000,79.0278,79.4804,81.3151,76.6019
20030213,0.0000,0.0000,0.0000,3.0400,80.2631,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0020412086951745077378663564,-0.0057346225773511312542298416,0.0055539398126314904020395946,85.8000,86.0000,0.0000,85.8000,86.0000,0.0000,225.0000,146.5000,0.0000,276.3000,177.9000,0.0000,366.1000,324.9000,0.0000,79.0725,79.4951,81.2224,76.1414
20030214,0.0000,0.0000,0.0000,3.0800,81.0064,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0092607935651625715926745914,0.0114715957097014521586761174,0.0126125482604798011364651007,85.8000,59.0000,0.0000,85.8000,59.0000,0.0000,225.0000,146.5000,0.0000,276.3000,177.9000,0.0000,366.1000,314.4000,0.0000,79.1099,79.5130,81.1576,75.8576
20030217,0.0000,0.0000,0.0000,3.0600,81.0130,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.000081475043947144916944834,0.0069184497932833987449097668,0.0111737272533564421668454214,60.2000,16.0000,0.0000,60.2000,16.0000,0.0000,225.4000,138.5000,0.0000,277.2000,151.4000,0.0000,366.6000,280.9000,0.0000,79.3251,79.2792,81.1031,73.2573
20030218,0.0000,0.0000,7.5000,3.0700,78.1758,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0350215397528791675410119364,-0.0320085024712886816010235984,-0.0253729049227136503745746263,0.9000,4.0000,0.0000,0.9000,4.0000,0.0000,225.4000,138.5000,0.0000,256.2000,150.5000,0.0000,323.2000,280.9000,0.0000,79.3985,79.3010,81.0386,74.1503
20030219,0.2000,0.0000,0.0000,3.0900,76.6019,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0201328288293819826595954247,-0.0432544030854904677528943127,-0.0469630119914033290416332822,0.9000,11.5000,0.0000,0.9000,11.5000,0.0000,225.4000,140.0000,0.0000,256.2000,158.0000,0.0000,323.2000,288.4000,0.0000,79.3475,79.2464,80.9232,74.8859
20030220,0.0000,0.0000,0.0000,3.1100,76.1414,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0060116002344589363971389744,-0.0312416901938880541090042992,-0.043209520839851929800752199,1.1000,11.5000,0.0000,1.1000,11.5000,0.0000,223.7000,135.0000,0.0000,256.4000,158.0000,0.0000,323.4000,268.9000,0.0000,79.2356,79.1834,80.7889,75.0809
20030221,0.0000,0.0000,0.0000,3.0900,75.8576,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.00372727583154499391920821,-0.0144912222505630759863519302,-0.0402999306706726824377030088,1.1000,11.5000,0.0000,1.1000,11.5000,0.0000,219.7000,131.0000,0.0000,256.4000,158.0000,0.0000,323.4000,257.4000,0.0000,79.0915,79.1127,80.6399,76.0517
20030224,0.0000,0.0000,0.0000,3.0700,73.2573,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0342787011453038324439476071,-0.0386218951893890181534718367,-0.0660367770907035161235801167,1.2000,7.5000,0.0000,1.2000,7.5000,0.0000,215.6000,129.0000,0.0000,257.2000,158.0000,0.0000,324.4000,257.4000,0.0000,79.0267,78.9818,80.4744,83.9482
20030225,0.0000,0.0000,0.0000,3.0600,74.1503,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0121899114490979056012165341,-0.0124542576611619741601011825,-0.0424336421466962480080375845,1.2000,7.5000,0.0000,1.2000,7.5000,0.0000,215.6000,129.0000,0.0000,227.1000,158.0000,0.0000,324.4000,257.4000,0.0000,78.7759,78.7475,80.2728,77.6699
20030226,0.0000,0.0000,0.0000,3.0700,74.8859,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0099203914212080059015270336,0.0062369773704097190247293353,-0.0205456940832847998298945081,1.2000,0.0000,0.0000,1.2000,0.0000,0.0000,215.6000,129.0000,0.0000,227.1000,158.0000,0.0000,324.4000,257.4000,0.0000,78.5831,78.5607,80.0923,68.8636
20030227,0.0000,0.0000,7.0000,3.0900,75.0809,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0026039614934186542459929039,0.0132671445633812954494845778,-0.0066227506293115733980103207,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,215.6000,129.0000,0.0000,227.1000,158.0000,0.0000,323.1000,199.4000,0.0000,78.4671,78.4772,79.9365,72.9545
20030228,67.4000,0.0000,4.5000,3.0900,76.0517,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0129300527830646675785719138,0.0180173668140449791649097726,0.0121423952797783470060286101,1.0000,7.0000,0.0000,1.0000,7.0000,0.0000,215.6000,136.0000,0.0000,227.1000,165.0000,0.0000,278.4000,196.4000,0.0000,78.2958,78.4017,79.8017,70.2614
20030301,16.6000,0.0000,0.0000,3.0900,83.9482,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.1038306836007610612254558412,0.1142654251753728124025245721,0.118403745843127783579429304,68.4000,11.5000,0.0000,68.4000,11.5000,0.0000,283.0000,140.5000,0.0000,294.5000,169.5000,0.0000,345.8000,200.9000,0.0000,78.2195,78.2848,79.7449,79.9346
20030302,23.2000,0.0000,0.0000,3.0900,77.6699,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0747877858012441005286593399,-0.0088101622931349561512467203,0.0196113548345475955208231166,84.0000,11.5000,0.0000,84.0000,11.5000,0.0000,299.6000,140.5000,0.0000,311.1000,160.5000,0.0000,362.4000,199.9000,0.0000,78.5031,78.4080,79.8076,72.3684
20030304,0.0000,0.0000,0.0000,3.0800,68.8636,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.1133811167517918781921954322,-0.130765456949094920768225496,-0.0990553677621400250670879154,107.2000,11.5000,0.0000,107.2000,11.5000,0.0000,322.8000,140.5000,0.0000,333.8000,157.5000,0.0000,385.6000,170.4000,0.0000,78.2430,78.3285,79.6285,75.9075
20030306,3.0000,0.0000,0.0000,3.0800,72.9545,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0594058399502785215992193263,-0.0504083404452501001164083743,-0.037631171552650944454023882,159.2000,68.0000,0.0000,159.2000,68.0000,0.0000,319.3000,165.5000,0.0000,385.8000,208.0000,0.0000,416.6000,226.0000,0.0000,77.8492,78.3985,79.3698,77.5415
20030307,0.0000,0.0000,0.0000,3.0600,70.2614,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0369147893550089439308061874,-0.039655015308353987461729115,-0.0710634923063295122321135311,162.2000,61.0000,0.0000,162.2000,61.0000,0.0000,255.6000,165.5000,0.0000,386.9000,203.0000,0.0000,419.6000,226.0000,0.0000,77.5939,78.2802,79.2138,76.2251
20030309,9.6000,0.0000,15.5000,3.0600,79.9346,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.1376744556755202714434952904,0.1307259777583406222666500062,0.0661394866377735122712069542,78.8000,79.0000,0.0000,78.8000,79.0000,0.0000,250.7000,161.0000,0.0000,378.4000,219.5000,0.0000,420.2000,248.5000,0.0000,77.0789,77.9851,79.0212,75.1986
20030310,17.4000,0.0000,3.0000,3.0400,72.3684,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0946548803646981407300468133,-0.0270906854342696969085885983,-0.0436205442529025330012862388,65.2000,94.5000,0.0000,65.2000,94.5000,0.0000,233.8000,152.5000,0.0000,388.0000,235.0000,0.0000,429.8000,264.0000,0.0000,77.0596,77.9218,78.9700,70.5000
20030311,3.7000,0.0000,0.0000,3.0300,75.9075,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0489039414993284361682723399,0.0231757639586564607816883563,0.0101747032227719892334723573,82.6000,97.5000,0.0000,82.6000,97.5000,0.0000,251.2000,155.5000,0.0000,405.4000,238.0000,0.0000,447.0000,267.0000,0.0000,76.8556,77.6836,78.7854,69.7972
20030312,0.0000,0.0000,0.0000,3.0100,77.5415,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0215261996508908869347561176,0.019341791898269360962795314,0.0479392323614241179674333862,86.3000,97.5000,0.0000,86.3000,97.5000,0.0000,254.9000,132.5000,0.0000,409.1000,238.0000,0.0000,420.6000,267.0000,0.0000,76.8074,77.8593,78.6422,70.2405
20030313,0.0000,0.0000,0.0000,3.0200,76.2251,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0169767156941766666881605334,0.0126558006601794193007270476,0.0304040986305390846250179837,34.3000,41.0000,0.0000,34.3000,41.0000,0.0000,195.6000,120.5000,0.0000,409.1000,238.0000,0.0000,420.6000,267.0000,0.0000,76.6058,77.8524,78.5188,71.1604
20030314,10.0000,0.0000,0.0000,3.0200,75.1986,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0134666927298225912461905593,-0.0177568998855334580607913561,0.0022795429489730441951815809,31.3000,41.0000,0.0000,31.3000,41.0000,0.0000,195.6000,120.5000,0.0000,409.1000,238.0000,0.0000,420.6000,267.0000,0.0000,76.4460,77.7369,78.3899,71.9863
20030317,0.0000,0.0000,0.0000,3.0000,70.5000,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0624825462176157534847723229,-0.0762788406273093028984317267,-0.064343407014789062051190559,41.1000,3.0000,0.0000,41.1000,3.0000,0.0000,215.6000,120.5000,0.0000,429.1000,238.0000,0.0000,440.6000,258.0000,0.0000,75.8137,77.6324,78.2477,70.6228
20030318,0.0000,0.0000,0.0000,2.9600,69.7972,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0099687943262411347517730496,-0.0564703093901192166496863562,-0.0740896349784536221774093444,23.7000,0.0000,0.0000,23.7000,0.0000,0.0000,214.9000,116.5000,0.0000,429.1000,238.0000,0.0000,440.6000,258.0000,0.0000,75.5722,77.4761,78.0515,70.7042
20030319,0.0000,0.0000,17.0000,2.9100,70.2405,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0063512576435730946227069281,-0.0221549561522776778016091265,-0.0499572688630000910077573003,20.0000,0.0000,0.0000,20.0000,0.0000,0.0000,214.7000,116.5000,0.0000,429.1000,238.0000,0.0000,440.1000,255.0000,0.0000,75.3211,77.2786,77.8567,69.4642
20030320,28.0000,0.0000,0.0000,2.9300,71.1604,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0130964329695830752913205344,0.0139808689845096626399927424,-0.0335414264050550784384637951,20.0000,17.0000,0.0000,20.0000,17.0000,0.0000,214.7000,133.5000,0.0000,429.1000,225.5000,0.0000,440.1000,272.0000,0.0000,74.8527,77.1256,77.7024,69.6043
20030321,0.0000,0.0000,0.0000,2.9200,71.9863,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.011606174220493420497917381,0.0225418694581059204604586878,-0.0132361185932100466197590467,48.0000,17.0000,0.0000,48.0000,17.0000,0.0000,242.7000,126.0000,0.0000,401.6000,223.5000,0.0000,468.1000,266.0000,0.0000,74.5477,76.9987,77.5578,70.7638
20030324,0.0000,0.0000,0.0000,2.8900,70.6228,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0189411040711913239046874197,-0.0071175778116025703509863759,-0.0212796033165969819133765624,28.0000,17.0000,0.0000,28.0000,17.0000,0.0000,242.5000,126.0000,0.0000,329.4000,196.5000,0.0000,457.1000,255.0000,0.0000,74.1897,76.7237,77.4094,72.4825
20030325,0.0000,0.0000,0.0000,2.8400,70.7042,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0011526022757523066205248163,-0.0077508718502873422073775726,-0.0091618555780533479290931156,28.0000,17.0000,0.0000,28.0000,17.0000,0.0000,241.5000,126.0000,0.0000,302.9000,172.5000,0.0000,457.1000,255.0000,0.0000,74.0275,76.5395,77.3050,74.4642
20030326,0.0000,0.0000,0.0000,2.8000,69.4642,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0175378548940515556360159651,-0.0230679474744425218680691734,-0.0177006024507718408101308374,28.0000,17.0000,0.0000,28.0000,17.0000,0.0000,241.5000,126.0000,0.0000,302.9000,172.5000,0.0000,457.1000,255.0000,0.0000,73.8830,76.3977,77.2050,75.7500
20030327,0.0000,0.0000,0.0000,2.7800,69.6043,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0020168662418915067041727969,-0.009385116646235706234415858,-0.0136555327834006376023431117,28.0000,0.0000,0.0000,28.0000,0.0000,0.0000,241.5000,126.0000,0.0000,302.9000,149.5000,0.0000,457.1000,255.0000,0.0000,73.7181,76.2470,76.9948,77.0000
20030328,0.0000,0.0000,6.0000,2.8800,70.7638,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0166584535725522704775423357,0.0120068054613398216259789763,0.0031671826493718795737477234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,241.5000,126.0000,0.0000,243.6000,137.5000,0.0000,457.1000,255.0000,0.0000,73.5205,76.1057,76.8043,79.6428
20030401,0.0000,0.0000,0.6000,2.8600,72.4825,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0242878420887515933287924052,0.036291838768387898335956857,0.0264441459338951985207543505,20.9000,53.0000,0.0000,20.9000,53.0000,0.0000,178.4000,167.5000,0.0000,264.5000,190.5000,0.0000,478.0000,308.0000,0.0000,72.5884,75.8146,76.6445,78.9285
20030402,12.1000,0.0000,12.5000,2.8000,74.4642,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0273403925085365433035560308,0.04952769689162257470732993,0.051694607307374218693411451,20.9000,53.6000,0.0000,20.9000,53.6000,0.0000,155.2000,168.1000,0.0000,263.8000,187.1000,0.0000,478.0000,308.6000,0.0000,72.3290,75.7081,76.5823,78.6170
20030403,9.8000,0.0000,7.0000,2.8000,75.7500,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0172673580055919488828188579,0.0438173629659570852117835382,0.0645324489164956856572697378,33.0000,66.1000,0.0000,33.0000,66.1000,0.0000,167.3000,180.6000,0.0000,275.7000,199.6000,0.0000,490.1000,321.1000,0.0000,72.4307,75.4690,76.4800,79.9645
20030404,0.0000,0.0000,0.0000,2.8000,77.0000,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0165016501650165016501650165,0.0372852404189195439357655502,0.0710740070408709123324931662,42.8000,73.1000,0.0000,42.8000,73.1000,0.0000,177.1000,187.6000,0.0000,285.5000,206.6000,0.0000,499.9000,298.6000,0.0000,72.7586,75.4752,76.4156,81.1827
20030406,0.0000,0.0000,0.0000,2.8000,79.6428,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0343220779220779220779220779,0.0515557566384495335238730678,0.0941469474750210488509976861,24.9000,20.1000,0.0000,24.9000,20.1000,0.0000,122.1000,131.1000,0.0000,285.3000,199.1000,0.0000,377.7000,296.6000,0.0000,72.9513,75.3781,76.6099,77.3214
20030407,0.0000,0.0000,0.0000,2.8000,78.9285,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0089687956726785095451189561,0.0189020486004729922785903866,0.0630968259844574141305611078,22.3000,20.1000,0.0000,22.3000,20.1000,0.0000,122.1000,131.1000,0.0000,285.3000,199.1000,0.0000,372.2000,296.6000,0.0000,73.3980,75.3922,76.6027,96.3214
20030408,0.0000,0.0000,10.0000,2.8200,78.6170,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0039466099064343044654339054,0.0011873262999355184608651393,0.0402380348402496787527706274,21.9000,20.1000,0.0000,21.9000,20.1000,0.0000,121.5000,108.6000,0.0000,285.3000,199.1000,0.0000,372.2000,269.6000,0.0000,73.6494,75.3642,76.5614,77.0318
20030409,0.0000,0.0000,0.0000,2.8200,79.9645,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0171400587659157688540646425,0.0114052843247327123639741083,0.0425910576752935917375229332,21.9000,29.5000,0.0000,21.9000,29.5000,0.0000,111.9000,103.1000,0.0000,284.3000,209.1000,0.0000,345.7000,255.6000,0.0000,73.5895,75.3245,76.4993,78.7719
20030410,0.0000,0.0000,0.0000,2.7900,81.1827,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.015234260202965065747925642,0.0254225085259568018188707844,0.0439260645851052690556187278,9.8000,17.0000,0.0000,9.8000,17.0000,0.0000,94.5000,100.1000,0.0000,284.3000,209.1000,0.0000,345.7000,255.6000,0.0000,73.9348,75.4276,76.4527,79.9646
20030411,0.0000,0.0000,0.0000,2.8000,77.3214,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.0475630891803302920449800265,-0.0325319626533068740037086437,-0.0178478657123077997878732066,0.0000,10.0000,0.0000,0.0000,10.0000,0.0000,90.8000,100.1000,0.0000,284.3000,209.1000,0.0000,345.7000,232.6000,0.0000,74.1745,75.5202,76.6494,80.7526
20030412,0.0000,0.0000,0.0000,2.8000,96.3214,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.2457275734790109853158375301,0.2117494714188786280457888377,0.2200151667336461374136466947,0.0000,10.0000,0.0000,0.0000,10.0000,0.0000,90.8000,100.1000,0.0000,284.3000,209.1000,0.0000,286.4000,220.6000,0.0000,74.1645,75.4123,76.6593,81.2727
20030414,0.0000,0.0000,0.0000,2.8300,77.0318,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,-0.200262869933368908674500163,-0.0931229409929540018561721648,-0.0572673823464981101555775804,0.0000,10.0000,0.0000,0.0000,10.0000,0.0000,80.8000,100.1000,0.0000,284.3000,202.1000,0.0000,286.4000,220.6000,0.0000,75.0723,75.6790,76.8767,82.1167
20030415,0.0000,0.0000,0.0000,2.8500,78.7719,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0225893721813588673768495608,-0.0572810328609280716913480664,-0.0315508108737540775523989523,0.0000,10.0000,0.0000,0.0000,10.0000,0.0000,70.8000,100.1000,0.0000,216.9000,197.6000,0.0000,286.4000,220.6000,0.0000,75.1613,75.6055,76.8424,82.1376
20030416,0.0000,0.0000,0.0000,2.8300,79.9646,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.015141186133633948146483708,-0.0485128216111763564992140806,-0.0166168696407147652003028053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.8000,100.1000,0.0000,200.3000,197.6000,0.0000,286.4000,220.6000,0.0000,75.3183,75.5548,76.8497,81.6666
20030421,0.0000,0.0000,0.0000,2.7900,80.7526,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0098543605545453863334525528,0.0275249047475848110199717265,-0.0092717957130761221070660088,34.8000,14.5000,0.0000,34.8000,14.5000,0.0000,77.6000,97.6000,0.0000,156.9000,155.6000,0.0000,320.1000,223.6000,0.0000,76.7685,75.4425,76.8218,81.1231
20030422,0.0000,0.0000,0.4000,2.7500,81.2727,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0064406594957933243016323933,0.0180759792408088718860273808,-0.0042662384850941565397104104,34.8000,14.5000,0.0000,34.8000,14.5000,0.0000,77.6000,97.6000,0.0000,156.9000,155.6000,0.0000,320.1000,223.6000,0.0000,76.9677,75.5523,76.8393,81.0545
20030423,49.1000,0.0000,1.5000,2.7400,82.1167,369.5000,5207.7400,923.5700,279.7000,11239.0440,809.5500,1909.1400,4697.0200,4074.1400,115.8400,589.0920,166.5400,76,416,9,0.0103847909568649743394768477,0.0180181073672909489197689656,0.00591579395362283536715547,34.8000,14.9000,0.0000,34.8000,14.9000,0.0000,77.6000,98.0000,0.0000,156.3000,133.5000,0.0000,320.1000,224.0000,0.0000,77.1727,75.6812,76.8666,81.9852
